,cpf,mercado,produto
91332,39489653829,Broa de Açúcar,pera
76132,33274335851,Mes,pera
75712,37915472836,Mes,banana
76151,37330501859,Plus,pera
54381,34889152806,Mes,banana
908,30863081843,Broa de Açúcar,maçã
19243,35935708825,Plus,pera
17742,31853596825,Mes,banana
21301,37433125817,Broa de Açúcar,maçã
81736,35195267863,Broa de Açúcar,pera
40811,36962981821,Plus,pera
155,38407917826,Plus,maçã
21279,33515942831,Mes,banana
75712,37915472836,Plus,pera
24540,32175231801,Broa de Açúcar,pera
1516,32021188892,Plus,pera
9183,33634766808,Plus,banana
54381,34889152806,Broa de Açúcar,maçã
26244,34102712879,Plus,pera
91332,39489653829,Mes,maçã
87131,34050171813,Plus,banana
16222,37490300819,Broa de Açúcar,banana
21301,37433125817,Plus,banana
63121,37461051881,Broa de Açúcar,maçã
53691,36059262821,Broa de Açúcar,pera
69734,32030313882,Plus,banana
57270,32218094843,Mes,banana
19243,35935708825,Mes,maçã
59693,36894264805,Mes,maçã
74370,39311745812,Mes,pera
40383,39595490830,Plus,maçã
59677,30879786809,Plus,pera
40383,39595490830,Plus,banana
24735,32405465825,Mes,banana
53793,31052618855,Plus,pera
32127,32775371884,Plus,maçã
25314,34238361806,Plus,banana
25307,30944639836,Plus,banana
32127,32775371884,Plus,maçã
86483,30418792801,Plus,banana
58592,36687889877,Plus,banana
71941,34532204801,Plus,banana
29168,30717955800,Broa de Açúcar,pera
80847,38770200890,Plus,banana
11994,36747700830,Mes,pera
58430,34264638810,Mes,banana
12348,38062339858,Plus,pera
21301,37433125817,Mes,banana
54519,32671323808,Plus,banana
89481,38193343867,Plus,banana
62562,30860919838,Broa de Açúcar,banana
39613,38175346809,Plus,banana
27320,33312866804,Plus,pera
9382,38977071879,Broa de Açúcar,banana
52146,35069941828,Plus,banana
21279,33515942831,Plus,pera
84255,35607999882,Broa de Açúcar,pera
77238,37897373800,Plus,banana
71584,36341425880,Broa de Açúcar,banana
21561,31409170829,Plus,banana
44776,38228522878,Plus,banana
40015,32546453831,Plus,banana
34508,34919845804,Plus,banana
77238,37897373800,Plus,pera
69734,32030313882,Plus,pera
30265,31728386845,Plus,banana
56673,33452221830,Mes,banana
97604,34832712870,Mes,banana
40035,32721092855,Plus,banana
15000,37224457876,Broa de Açúcar,maçã
11305,32882252803,Plus,banana
76999,34577201852,Plus,maçã
93549,34692144840,Mes,pera
45707,36428763826,Broa de Açúcar,maçã
29563,33812954893,Plus,banana
54031,37330352837,Mes,banana
98095,34172081819,Plus,pera
45861,37399102830,Broa de Açúcar,pera
58592,36687889877,Mes,banana
76219,30765876841,Mes,pera
26067,36826702894,Plus,pera
39338,37422921889,Mes,pera
46646,36388955800,Plus,banana
53691,36059262821,Mes,banana
91234,30290906806,Plus,maçã
89937,39497693826,Mes,pera
56673,33452221830,Broa de Açúcar,pera
82376,35188294834,Plus,pera
1625,38196878826,Broa de Açúcar,banana
91957,34946574832,Mes,banana
30265,31728386845,Mes,banana
76999,34577201852,Plus,pera
89481,38193343867,Broa de Açúcar,banana
18474,32276941820,Plus,banana
40811,36962981821,Plus,pera
57551,39414985840,Broa de Açúcar,banana
7674,34164815850,Mes,pera
22148,31547964871,Mes,banana
76191,39773632806,Plus,pera
10627,32104058830,Plus,banana
17742,31853596825,Plus,banana
24513,38533505850,Plus,banana
15000,37224457876,Plus,maçã
12719,35033470892,Mes,maçã
18474,32276941820,Plus,maçã
71963,33200142855,Plus,pera
13259,31200611829,Plus,banana
86483,30418792801,Mes,pera
86214,35110192812,Plus,banana
45707,36428763826,Mes,pera
90732,34797685808,Broa de Açúcar,banana
52146,35069941828,Mes,pera
86214,35110192812,Broa de Açúcar,maçã
34314,31226886892,Mes,banana
41609,38585981865,Plus,banana
22148,31547964871,Plus,banana
17742,31853596825,Mes,pera
48662,32609256868,Plus,banana
58430,34264638810,Mes,pera
81062,35719857885,Broa de Açúcar,maçã
54031,37330352837,Mes,banana
97604,34832712870,Plus,pera
40689,32650244828,Plus,pera
62329,30846232871,Broa de Açúcar,pera
53793,31052618855,Broa de Açúcar,pera
9527,34651258867,Plus,pera
19611,35725074803,Plus,pera
32167,35165498824,Mes,banana
12390,36778406860,Mes,maçã
81866,31963493818,Plus,banana
76132,33274335851,Plus,banana
19881,38469227815,Broa de Açúcar,maçã
53017,36888173895,Mes,maçã
88288,33964928895,Mes,banana
97604,34832712870,Mes,pera
1516,32021188892,Plus,pera
25314,34238361806,Mes,banana
53017,36888173895,Plus,maçã
17850,39034817857,Broa de Açúcar,banana
71941,34532204801,Mes,pera
22190,34487023823,Plus,pera
45861,37399102830,Broa de Açúcar,pera
71963,33200142855,Broa de Açúcar,banana
75488,37566902881,Broa de Açúcar,pera
53563,31747463884,Mes,pera
51387,31055338853,Plus,maçã
8173,37105707860,Mes,pera
77238,37897373800,Broa de Açúcar,maçã
2041,37126102895,Plus,banana
19881,38469227815,Broa de Açúcar,banana
81062,35719857885,Broa de Açúcar,banana
53017,36888173895,Mes,pera
997,32423720858,Mes,banana
78642,38288095887,Mes,banana
54031,37330352837,Broa de Açúcar,banana
51112,30043773818,Plus,maçã
57270,32218094843,Broa de Açúcar,banana
2529,34815749833,Plus,pera
76999,34577201852,Plus,pera
97604,34832712870,Plus,pera
16600,32686436808,Plus,banana
86214,35110192812,Broa de Açúcar,banana
26067,36826702894,Plus,pera
86214,35110192812,Plus,banana
19243,35935708825,Broa de Açúcar,banana
39457,39252052844,Plus,banana
54381,34889152806,Mes,maçã
39457,39252052844,Plus,pera
12719,35033470892,Mes,banana
62562,30860919838,Broa de Açúcar,banana
39457,39252052844,Mes,banana
54519,32671323808,Plus,maçã
18474,32276941820,Plus,banana
48662,32609256868,Broa de Açúcar,pera
96289,30083408819,Plus,banana
13361,38086924807,Mes,banana
12348,38062339858,Mes,pera
95280,35224692830,Broa de Açúcar,pera
40383,39595490830,Mes,pera
69734,32030313882,Broa de Açúcar,banana
71655,36940593853,Plus,pera
41609,38585981865,Mes,banana
40811,36962981821,Mes,banana
48182,36788385882,Mes,maçã
77976,32671506805,Plus,banana
41609,38585981865,Plus,pera
53691,36059262821,Plus,maçã
30112,36418543858,Plus,maçã
91332,39489653829,Broa de Açúcar,banana
52756,31449785824,Broa de Açúcar,banana
81736,35195267863,Broa de Açúcar,pera
88645,32110586800,Plus,banana
25314,34238361806,Mes,banana
22148,31547964871,Broa de Açúcar,maçã
89481,38193343867,Broa de Açúcar,pera
21301,37433125817,Broa de Açúcar,maçã
16245,36042659839,Broa de Açúcar,banana
81062,35719857885,Plus,banana
57551,39414985840,Plus,pera
76151,37330501859,Broa de Açúcar,pera
13259,31200611829,Plus,pera
58430,34264638810,Plus,pera
74370,39311745812,Broa de Açúcar,banana
63121,37461051881,Plus,pera
19881,38469227815,Plus,pera
96216,34016739802,Broa de Açúcar,maçã
29168,30717955800,Broa de Açúcar,pera
63121,37461051881,Broa de Açúcar,banana
21062,35720395849,Mes,pera
10627,32104058830,Broa de Açúcar,banana
9382,38977071879,Mes,banana
12579,30582703808,Broa de Açúcar,pera
30804,38405402837,Broa de Açúcar,pera
57551,39414985840,Mes,banana
76151,37330501859,Plus,banana
62962,37880194843,Plus,banana
15000,37224457876,Plus,maçã
24513,38533505850,Plus,banana
29168,30717955800,Broa de Açúcar,maçã
37282,38074509800,Broa de Açúcar,pera
45861,37399102830,Plus,pera
4689,39729191824,Broa de Açúcar,maçã
13361,38086924807,Plus,pera
7674,34164815850,Plus,maçã
5899,30399363874,Broa de Açúcar,pera
2529,34815749833,Broa de Açúcar,pera
9183,33634766808,Mes,pera
31523,35080739800,Mes,pera
1518,35211696859,Mes,banana
86214,35110192812,Plus,maçã
11048,30075496801,Plus,banana
11130,39284079888,Mes,banana
81062,35719857885,Plus,banana
44776,38228522878,Plus,banana
14587,33129609830,Broa de Açúcar,pera
13259,31200611829,Plus,banana
62910,32190252857,Mes,maçã
13259,31200611829,Broa de Açúcar,banana
11994,36747700830,Plus,pera
37911,34082273816,Mes,maçã
81303,37493215820,Plus,pera
21561,31409170829,Broa de Açúcar,banana
76999,34577201852,Mes,pera
6819,39235669804,Broa de Açúcar,maçã
89481,38193343867,Plus,pera
71941,34532204801,Mes,pera
46646,36388955800,Plus,pera
41695,33547015871,Mes,pera
12579,30582703808,Plus,banana
29563,33812954893,Mes,banana
54381,34889152806,Mes,banana
59693,36894264805,Plus,banana
1516,32021188892,Plus,pera
40015,32546453831,Plus,pera
19881,38469227815,Mes,pera
57551,39414985840,Plus,pera
13361,38086924807,Plus,banana
41609,38585981865,Mes,pera
16245,36042659839,Plus,banana
58592,36687889877,Broa de Açúcar,pera
37107,35623200869,Plus,pera
9382,38977071879,Plus,banana
96289,30083408819,Broa de Açúcar,pera
17850,39034817857,Plus,maçã
57129,34329099853,Broa de Açúcar,banana
32275,32824672811,Mes,maçã
60912,32985180856,Plus,banana
12390,36778406860,Broa de Açúcar,pera
4689,39729191824,Mes,maçã
100638,39354210872,Plus,banana
12719,35033470892,Plus,banana
7674,34164815850,Plus,banana
30265,31728386845,Broa de Açúcar,pera
82925,33089040808,Plus,banana
19787,36861175846,Mes,banana
15000,37224457876,Mes,banana
91332,39489653829,Plus,banana
12348,38062339858,Broa de Açúcar,pera
37911,34082273816,Broa de Açúcar,pera
52756,31449785824,Broa de Açúcar,pera
89481,38193343867,Plus,banana
15000,37224457876,Plus,pera
17850,39034817857,Plus,pera
77976,32671506805,Mes,maçã
26244,34102712879,Broa de Açúcar,pera
84255,35607999882,Broa de Açúcar,banana
8173,37105707860,Plus,banana
2041,37126102895,Plus,maçã
45861,37399102830,Mes,banana
37911,34082273816,Plus,banana
93549,34692144840,Mes,maçã
57129,34329099853,Broa de Açúcar,maçã
62329,30846232871,Mes,pera
88288,33964928895,Plus,maçã
53563,31747463884,Mes,maçã
53691,36059262821,Broa de Açúcar,pera
91332,39489653829,Plus,maçã
54074,34724431890,Plus,pera
71052,34490176830,Plus,pera
11305,32882252803,Plus,pera
84255,35607999882,Plus,pera
31637,35678575848,Broa de Açúcar,banana
96216,34016739802,Plus,banana
40035,32721092855,Broa de Açúcar,banana
57254,37795157840,Mes,pera
25307,30944639836,Plus,pera
86927,35735341804,Plus,pera
16245,36042659839,Mes,maçã
25314,34238361806,Plus,pera
54031,37330352837,Plus,maçã
76219,30765876841,Plus,banana
25307,30944639836,Mes,maçã
14587,33129609830,Broa de Açúcar,pera
39457,39252052844,Broa de Açúcar,banana
54381,34889152806,Plus,pera
88902,31386637882,Broa de Açúcar,pera
1518,35211696859,Plus,banana
5899,30399363874,Broa de Açúcar,banana
69711,37320155800,Broa de Açúcar,maçã
78642,38288095887,Broa de Açúcar,maçã
53691,36059262821,Broa de Açúcar,pera
40854,38780578810,Plus,banana
10627,32104058830,Mes,maçã
155,38407917826,Broa de Açúcar,pera
32127,32775371884,Broa de Açúcar,banana
16222,37490300819,Plus,maçã
53691,36059262821,Broa de Açúcar,pera
6819,39235669804,Broa de Açúcar,pera
16245,36042659839,Broa de Açúcar,maçã
99799,39415052899,Plus,pera
12579,30582703808,Plus,maçã
89481,38193343867,Broa de Açúcar,pera
7674,34164815850,Broa de Açúcar,maçã
48662,32609256868,Broa de Açúcar,maçã
76999,34577201852,Plus,maçã
997,32423720858,Plus,banana
100638,39354210872,Plus,pera
23138,37873622827,Plus,banana
57604,30925897850,Plus,banana
34508,34919845804,Plus,pera
86483,30418792801,Broa de Açúcar,banana
86927,35735341804,Plus,banana
53793,31052618855,Plus,banana
9527,34651258867,Plus,banana
86483,30418792801,Plus,pera
15027,33866198868,Mes,banana
9183,33634766808,Mes,banana
71655,36940593853,Mes,pera
58592,36687889877,Plus,pera
29563,33812954893,Mes,pera
51112,30043773818,Broa de Açúcar,banana
59693,36894264805,Broa de Açúcar,banana
91234,30290906806,Plus,banana
76191,39773632806,Mes,maçã
14587,33129609830,Plus,maçã
91332,39489653829,Plus,pera
155,38407917826,Plus,maçã
27406,33669537805,Plus,pera
24513,38533505850,Broa de Açúcar,maçã
90732,34797685808,Mes,banana
69711,37320155800,Broa de Açúcar,pera
81303,37493215820,Mes,pera
56436,33002436887,Plus,pera
29563,33812954893,Broa de Açúcar,pera
99799,39415052899,Plus,pera
81133,31983227820,Plus,banana
24513,38533505850,Mes,banana
40854,38780578810,Plus,maçã
62364,39296962820,Plus,banana
78642,38288095887,Mes,maçã
12348,38062339858,Plus,maçã
71963,33200142855,Plus,banana
16569,39364243811,Broa de Açúcar,maçã
76191,39773632806,Broa de Açúcar,pera
155,38407917826,Broa de Açúcar,pera
2041,37126102895,Mes,pera
82376,35188294834,Broa de Açúcar,pera
24513,38533505850,Plus,pera
31523,35080739800,Mes,pera
90732,34797685808,Broa de Açúcar,banana
99799,39415052899,Plus,pera
81303,37493215820,Mes,banana
91332,39489653829,Broa de Açúcar,maçã
40015,32546453831,Mes,pera
12348,38062339858,Mes,pera
51112,30043773818,Broa de Açúcar,banana
30804,38405402837,Broa de Açúcar,maçã
37282,38074509800,Plus,pera
75488,37566902881,Plus,banana
90732,34797685808,Plus,pera
14587,33129609830,Broa de Açúcar,banana
15000,37224457876,Mes,pera
16600,32686436808,Plus,pera
37282,38074509800,Broa de Açúcar,maçã
76151,37330501859,Mes,banana
25307,30944639836,Plus,banana
30265,31728386845,Broa de Açúcar,banana
26067,36826702894,Mes,banana
97972,32808759860,Broa de Açúcar,banana
9527,34651258867,Broa de Açúcar,banana
76999,34577201852,Broa de Açúcar,banana
21301,37433125817,Mes,maçã
62962,37880194843,Mes,banana
81303,37493215820,Mes,banana
75712,37915472836,Broa de Açúcar,banana
57254,37795157840,Mes,pera
17742,31853596825,Broa de Açúcar,pera
99799,39415052899,Plus,banana
11048,30075496801,Broa de Açúcar,maçã
34314,31226886892,Broa de Açúcar,banana
60912,32985180856,Plus,banana
22190,34487023823,Mes,banana
27320,33312866804,Broa de Açúcar,maçã
62910,32190252857,Plus,banana
59693,36894264805,Plus,maçã
62910,32190252857,Mes,pera
30112,36418543858,Mes,pera
88902,31386637882,Mes,pera
16600,32686436808,Plus,maçã
53691,36059262821,Plus,banana
87131,34050171813,Mes,pera
52756,31449785824,Mes,maçã
57227,30048509825,Broa de Açúcar,pera
89481,38193343867,Mes,pera
32275,32824672811,Mes,pera
41609,38585981865,Plus,pera
52142,37879276890,Plus,banana
62962,37880194843,Mes,pera
89481,38193343867,Mes,pera
96216,34016739802,Mes,banana
46149,36187884876,Mes,pera
8173,37105707860,Mes,pera
25314,34238361806,Plus,pera
6808,38873055826,Broa de Açúcar,pera
40854,38780578810,Plus,pera
76999,34577201852,Mes,maçã
53793,31052618855,Mes,pera
88645,32110586800,Broa de Açúcar,pera
29168,30717955800,Broa de Açúcar,banana
9382,38977071879,Plus,banana
90732,34797685808,Broa de Açúcar,maçã
97972,32808759860,Plus,banana
77266,36246796869,Plus,maçã
7674,34164815850,Plus,pera
57551,39414985840,Mes,banana
32167,35165498824,Broa de Açúcar,banana
52756,31449785824,Mes,maçã
17850,39034817857,Plus,maçã
11305,32882252803,Broa de Açúcar,maçã
13361,38086924807,Plus,pera
84255,35607999882,Plus,maçã
26244,34102712879,Plus,banana
37107,35623200869,Plus,pera
12719,35033470892,Plus,pera
54519,32671323808,Plus,pera
52146,35069941828,Plus,pera
81303,37493215820,Broa de Açúcar,pera
71052,34490176830,Broa de Açúcar,banana
81866,31963493818,Broa de Açúcar,pera
75488,37566902881,Broa de Açúcar,pera
155,38407917826,Plus,maçã
26067,36826702894,Plus,pera
57129,34329099853,Mes,banana
84255,35607999882,Plus,pera
19787,36861175846,Plus,banana
21301,37433125817,Plus,banana
8173,37105707860,Mes,pera
88645,32110586800,Mes,banana
86483,30418792801,Plus,maçã
81062,35719857885,Plus,maçã
40383,39595490830,Plus,pera
77238,37897373800,Broa de Açúcar,banana
51112,30043773818,Broa de Açúcar,pera
44776,38228522878,Broa de Açúcar,banana
11130,39284079888,Plus,pera
76151,37330501859,Mes,pera
57227,30048509825,Mes,pera
7674,34164815850,Broa de Açúcar,pera
45707,36428763826,Broa de Açúcar,pera
45861,37399102830,Plus,banana
91234,30290906806,Broa de Açúcar,banana
54381,34889152806,Mes,banana
9183,33634766808,Mes,pera
89937,39497693826,Plus,banana
81866,31963493818,Plus,banana
76191,39773632806,Plus,pera
32167,35165498824,Plus,maçã
53691,36059262821,Plus,maçã
91234,30290906806,Broa de Açúcar,pera
21062,35720395849,Plus,pera
19787,36861175846,Broa de Açúcar,pera
91234,30290906806,Plus,banana
75712,37915472836,Plus,maçã
37107,35623200869,Plus,pera
14776,35844370830,Broa de Açúcar,maçã
30265,31728386845,Plus,banana
62910,32190252857,Mes,pera
10627,32104058830,Mes,pera
57270,32218094843,Broa de Açúcar,pera
53793,31052618855,Plus,maçã
34314,31226886892,Mes,pera
51387,31055338853,Plus,pera
15002,32483420800,Broa de Açúcar,pera
26067,36826702894,Broa de Açúcar,maçã
21062,35720395849,Plus,banana
997,32423720858,Mes,maçã
46646,36388955800,Broa de Açúcar,banana
58592,36687889877,Plus,pera
8173,37105707860,Mes,banana
6808,38873055826,Plus,pera
37911,34082273816,Mes,pera
75488,37566902881,Plus,banana
11305,32882252803,Plus,banana
908,30863081843,Plus,maçã
58592,36687889877,Plus,banana
19243,35935708825,Broa de Açúcar,banana
10627,32104058830,Mes,maçã
95280,35224692830,Broa de Açúcar,pera
40854,38780578810,Mes,pera
58592,36687889877,Plus,pera
56436,33002436887,Plus,maçã
5899,30399363874,Plus,maçã
53017,36888173895,Plus,banana
76151,37330501859,Plus,banana
39338,37422921889,Broa de Açúcar,banana
53691,36059262821,Mes,banana
71963,33200142855,Plus,banana
39613,38175346809,Plus,pera
4689,39729191824,Plus,banana
76219,30765876841,Plus,banana
57551,39414985840,Broa de Açúcar,banana
13361,38086924807,Plus,pera
86214,35110192812,Mes,pera
89937,39497693826,Broa de Açúcar,maçã
40383,39595490830,Plus,pera
57129,34329099853,Mes,banana
40035,32721092855,Plus,maçã
5899,30399363874,Plus,banana
96289,30083408819,Mes,pera
81736,35195267863,Plus,pera
89937,39497693826,Plus,pera
48182,36788385882,Plus,pera
96289,30083408819,Broa de Açúcar,pera
14776,35844370830,Plus,pera
69734,32030313882,Plus,pera
21062,35720395849,Plus,pera
39338,37422921889,Broa de Açúcar,maçã
44776,38228522878,Broa de Açúcar,banana
86214,35110192812,Plus,banana
76999,34577201852,Broa de Açúcar,pera
48173,37972235872,Broa de Açúcar,banana
63121,37461051881,Mes,pera
57129,34329099853,Mes,banana
98095,34172081819,Broa de Açúcar,pera
97604,34832712870,Broa de Açúcar,pera
24540,32175231801,Mes,banana
59693,36894264805,Broa de Açúcar,banana
16600,32686436808,Broa de Açúcar,banana
75712,37915472836,Broa de Açúcar,banana
81736,35195267863,Plus,banana
31637,35678575848,Plus,pera
76132,33274335851,Plus,banana
54519,32671323808,Broa de Açúcar,banana
37911,34082273816,Plus,banana
11130,39284079888,Mes,maçã
22190,34487023823,Plus,banana
6819,39235669804,Plus,maçã
48662,32609256868,Broa de Açúcar,banana
54519,32671323808,Plus,banana
53563,31747463884,Broa de Açúcar,pera
13361,38086924807,Plus,pera
45707,36428763826,Plus,pera
32275,32824672811,Plus,banana
4689,39729191824,Plus,banana
57270,32218094843,Mes,maçã
9382,38977071879,Mes,maçã
21561,31409170829,Plus,pera
89481,38193343867,Mes,banana
11305,32882252803,Mes,maçã
52756,31449785824,Broa de Açúcar,maçã
11305,32882252803,Mes,pera
91234,30290906806,Plus,banana
26067,36826702894,Plus,banana
74726,38165733800,Broa de Açúcar,maçã
22190,34487023823,Broa de Açúcar,banana
2529,34815749833,Plus,banana
908,30863081843,Mes,maçã
29168,30717955800,Broa de Açúcar,banana
6819,39235669804,Mes,banana
91957,34946574832,Plus,banana
71941,34532204801,Broa de Açúcar,pera
59677,30879786809,Plus,banana
71655,36940593853,Plus,banana
40035,32721092855,Plus,banana
7674,34164815850,Plus,banana
34508,34919845804,Plus,banana
19243,35935708825,Plus,banana
82925,33089040808,Plus,maçã
78642,38288095887,Plus,banana
17742,31853596825,Plus,pera
86214,35110192812,Broa de Açúcar,pera
12719,35033470892,Broa de Açúcar,pera
23138,37873622827,Plus,banana
58592,36687889877,Broa de Açúcar,maçã
54519,32671323808,Mes,pera
27320,33312866804,Plus,banana
57129,34329099853,Plus,pera
58592,36687889877,Plus,pera
18474,32276941820,Mes,banana
26244,34102712879,Plus,banana
78642,38288095887,Broa de Açúcar,pera
62910,32190252857,Broa de Açúcar,maçã
78642,38288095887,Plus,pera
5899,30399363874,Broa de Açúcar,maçã
51387,31055338853,Mes,pera
93549,34692144840,Plus,pera
91234,30290906806,Broa de Açúcar,maçã
30265,31728386845,Plus,pera
22148,31547964871,Mes,pera
86214,35110192812,Mes,pera
57129,34329099853,Broa de Açúcar,banana
11130,39284079888,Plus,pera
29563,33812954893,Plus,pera
14587,33129609830,Plus,maçã
62364,39296962820,Plus,pera
32167,35165498824,Mes,maçã
52142,37879276890,Plus,pera
62962,37880194843,Broa de Açúcar,maçã
9382,38977071879,Plus,pera
69711,37320155800,Plus,banana
40015,32546453831,Mes,pera
71655,36940593853,Plus,banana
1516,32021188892,Broa de Açúcar,banana
74726,38165733800,Mes,banana
908,30863081843,Plus,pera
87131,34050171813,Broa de Açúcar,pera
12348,38062339858,Plus,banana
60912,32985180856,Broa de Açúcar,pera
40015,32546453831,Broa de Açúcar,pera
8173,37105707860,Plus,pera
14776,35844370830,Plus,banana
17742,31853596825,Mes,pera
24735,32405465825,Plus,banana
32275,32824672811,Mes,banana
57604,30925897850,Mes,maçã
71941,34532204801,Broa de Açúcar,pera
81133,31983227820,Broa de Açúcar,banana
12579,30582703808,Plus,maçã
8173,37105707860,Plus,banana
30112,36418543858,Plus,pera
29563,33812954893,Mes,banana
15002,32483420800,Plus,maçã
12579,30582703808,Plus,maçã
12719,35033470892,Plus,banana
16222,37490300819,Mes,banana
17742,31853596825,Plus,pera
99799,39415052899,Plus,banana
97604,34832712870,Plus,maçã
24513,38533505850,Plus,banana
71052,34490176830,Broa de Açúcar,maçã
58430,34264638810,Mes,banana
2041,37126102895,Broa de Açúcar,pera
51112,30043773818,Mes,pera
86927,35735341804,Plus,banana
9527,34651258867,Mes,banana
8173,37105707860,Plus,banana
77266,36246796869,Mes,pera
53691,36059262821,Plus,pera
15027,33866198868,Plus,pera
7674,34164815850,Plus,banana
95280,35224692830,Broa de Açúcar,maçã
98095,34172081819,Plus,pera
11305,32882252803,Broa de Açúcar,banana
9527,34651258867,Plus,pera
11048,30075496801,Plus,banana
86927,35735341804,Plus,banana
40383,39595490830,Plus,pera
37911,34082273816,Plus,pera
37107,35623200869,Broa de Açúcar,banana
11048,30075496801,Broa de Açúcar,banana
12348,38062339858,Mes,maçã
23138,37873622827,Broa de Açúcar,banana
81062,35719857885,Plus,pera
96216,34016739802,Broa de Açúcar,banana
53563,31747463884,Broa de Açúcar,banana
81736,35195267863,Broa de Açúcar,banana
39457,39252052844,Mes,maçã
30112,36418543858,Plus,banana
41680,35627127821,Broa de Açúcar,maçã
37107,35623200869,Mes,banana
16222,37490300819,Broa de Açúcar,pera
54519,32671323808,Broa de Açúcar,pera
48662,32609256868,Plus,pera
17742,31853596825,Broa de Açúcar,maçã
89937,39497693826,Broa de Açúcar,maçã
31637,35678575848,Mes,pera
48662,32609256868,Plus,pera
15027,33866198868,Mes,banana
2529,34815749833,Mes,pera
97972,32808759860,Broa de Açúcar,banana
88645,32110586800,Broa de Açúcar,banana
25307,30944639836,Broa de Açúcar,pera
46646,36388955800,Broa de Açúcar,banana
32127,32775371884,Broa de Açúcar,banana
6808,38873055826,Mes,banana
62364,39296962820,Broa de Açúcar,banana
6808,38873055826,Plus,maçã
10627,32104058830,Plus,maçã
14776,35844370830,Broa de Açúcar,maçã
62562,30860919838,Plus,pera
6819,39235669804,Mes,pera
51112,30043773818,Mes,pera
908,30863081843,Plus,banana
63121,37461051881,Plus,banana
99799,39415052899,Broa de Açúcar,maçã
15027,33866198868,Plus,pera
